Country,Region,Year,Documents,Citable documents,Citations,Self-citations,Citations per document,H index,Democracy score
Eritrea,Africa,2026,88,82,367,5,0.23702920298052987,60,1.4511916749084404
Eritrea,Africa,2027,88,82,310,1,0,60,1.2453140554740625
Eritrea,Africa,2028,109,101,431,9,0,60,1.4960308755485578
Eritrea,Africa,2029,110,102,375,5,0,60,1.3469679573143116
Eritrea,Africa,2030,110,103,319,2,0,60,1.1694047712325775
Estonia,Europe,2023,5144,4715,84937,5952,15.810699128262371,383,6.788678411333448
Estonia,Europe,2024,5167,4780,67932,5034,9.763273458862134,383,7.817234356216824
Estonia,Europe,2025,5404,5000,69512,4725,8.796270427,383,7.593362675612025
Estonia,Europe,2026,5664,5235,71182,4434,7.851825498277272,383,7.282258651899647
Estonia,Europe,2027,5948,5486,72935,4160,6.9282597375240655,383,6.884740782591097
Estonia,Europe,2028,5971,5551,55929,3242,0.8808340681337583,383,7.913296727467214
Estonia,Europe,2029,6208,5771,57510,2933,0,383,7.689425046860098
Estonia,Europe,2030,6468,6006,59179,2642,0,383,7.378321023147103
Eswatini,Africa,2023,141,139,0,87,0,89,3.416179893242238
Eswatini,Africa,2024,198,186,292,110,0,89,3.125649537331679
Eswatini,Africa,2025,194,184,0,106,0,89,3.1952738039713946
Eswatini,Africa,2026,186,180,0,102,0,89,3.2846382820751847
Eswatini,Africa,2027,176,173,0,99,0,89,3.393558858194263
Eswatini,Africa,2028,233,220,0,123,0,89,3.1030285022852553
Eswatini,Africa,2029,229,218,0,119,0,89,3.172652768925669
Eswatini,Africa,2030,222,214,0,115,0,89,3.2620172470291626
Ethiopia,Africa,2023,8112,7846,88823,21065,5.847388750690133,226,3.2936108384370457
Ethiopia,Africa,2024,9984,9607,91500,21014,4.250064408158238,226,3.0969150254643796
Ethiopia,Africa,2025,10404,10027,95488,21993,2.2297961047856063,226,3.073598962067499
Ethiopia,Africa,2026,10792,10418,99740,23021,0.23095075323947256,226,3.057588507871379
Ethiopia,Africa,2027,11150,10782,104254,24100,0,226,3.0487780082799767
Ethiopia,Africa,2028,13022,12542,106931,24048,0,226,2.8520821953082143
Ethiopia,Africa,2029,13442,12962,110919,25027,0,226,2.828766131911657
Ethiopia,Africa,2030,13831,13353,115171,26056,0,226,2.812755677715563
Fiji,Oceania,2023,828,692,8487,818,10.672488772795525,127,6.624588474758971
Fiji,Oceania,2024,748,628,7887,769,8.254650344,127,7.012070211607407
Fiji,Oceania,2025,818,685,7978,802,6.351351664070208,127,7.188240409921953
Fiji,Oceania,2026,897,749,8038,838,4.232242764472566,127,7.3328420702204244
Fiji,Oceania,2027,986,821,8068,878,1.897607271,127,7.446010364323234
Fiji,Oceania,2028,906,758,7468,829,0,127,7.833492101170293
Fiji,Oceania,2029,976,814,7558,862,0,127,8.009662299484443
Fiji,Oceania,2030,1055,879,7619,898,0,127,8.154263959782826
Finland,Europe,2023,30710,26205,356598,41393,9.58323464,847,9.002590394
Finland,Europe,2024,28937,26145,257193,29943,4.808871565054865,847,9.278279550579326
Finland,Europe,2025,30382,27182,241001,27535,2.9378081954156414,847,9.232740756397579
Finland,Europe,2026,32051,28295,226484,25437,1.1362521361692188,847,9.166611316
Finland,Europe,2027,33944,29485,213610,23644,0,847,9.079879987887384
Finland,Europe,2028,32172,29425,114206,12194,0,847,9.355569144808598
Finland,Europe,2029,33616,30462,98014,9786,0,847,9.310030350626135
Finland,Europe,2030,35286,31575,83496,7687,0,847,9.24390091
France,Europe,2023,164333,143101,1365562,226385,9.393065771393715,1514,7.7195996916004885
France,Europe,2024,135465,121566,730985,99200,3.644880073,1514,8.055681952997968
France,Europe,2025,143140,127489,602341,74627,2.3715151223992024,1514,7.998797021592066
France,Europe,2026,153477,135333,496439,55304,1.2949826760345857,1514,7.911063595560764
France,Europe,2027,166456,145083,413059,41185,0.41333495819205623,1514,7.792647614846812
France,Europe,2028,137588,123548,0,0,0,1514,8.128729876242884
France,Europe,2029,145263,129471,0,0,0,1514,8.071844945
France,Europe,2030,155600,137315,0,0,0,1514,7.984111518805563
Gabon,Africa,2023,225,197,3976,92,16.50446633453749,129,2.8694674296693172
Gabon,Africa,2024,301,274,2657,86,6.193012477847816,129,3.181307683379554
Gabon,Africa,2025,297,268,2673,51,5.820682386093729,129,3.0363844701244536
Gabon,Africa,2026,291,259,2674,17,5.382377008833352,129,2.8568476188541174
Gabon,Africa,2027,281,248,2659,0,4.8751320045179085,129,2.6428573968863436
Gabon,Africa,2028,358,325,1339,0,0,129,2.954697651
Gabon,Africa,2029,354,319,1355,0,0,129,2.8097744373392195
Gabon,Africa,2030,347,310,1356,0,0,129,2.630237586069957
Gambia,Africa,2023,314,296,6681,201,24.025198556584854,158,4.094915491497181
Gambia,Africa,2024,326,305,5951,139,17.40712916218571,158,4.601063734209442
Gambia,Africa,2025,342,320,5817,122,14.629329114489053,158,4.608892375943055
Gambia,Africa,2026,359,337,5609,107,11.354324575132395,158,4.605796934883916
Gambia,Africa,2027,379,356,5328,95,7.581954908220823,158,4.591952508171477
Gambia,Africa,2028,391,365,4598,34,0.9638855138127553,158,5.098100750882586
Gambia,Africa,2029,407,380,4464,16,0,158,5.105929392615188
Gambia,Africa,2030,424,397,4257,2,0,158,5.102833952
Georgia,Europe,2023,3049,2684,48775,4127,8.898744233457862,248,6.338924214
Georgia,Europe,2024,3030,2727,40788,3001,6.700192711018907,248,5.696982471714842
Georgia,Europe,2025,3224,2893,43040,3159,4.598051932756157,248,5.872228081564748
Georgia,Europe,2026,3418,3054,45216,3352,2.3594149498123116,248,6.103178562583912
Georgia,Europe,2027,3610,3210,47315,3578,0,248,6.389438871393812
Georgia,Europe,2028,3591,3253,39328,2452,0,248,5.747497129
Georgia,Europe,2029,3785,3419,41580,2610,0,248,5.922742738863737
Georgia,Europe,2030,3979,3580,43756,2803,0,248,6.1536932198820375
Germany,Europe,2023,268606,230160,2192397,499600,7.114619195,1690,7.983061231560786
Germany,Europe,2024,232802,204963,1341755,309907,2.6203617486303266,1690,8.772279574
Germany,Europe,2025,247248,216029,1152791,269314,0.8180002287491632,1690,8.630563312008126
Germany,Europe,2026,265264,229704,985403,234361,0,1690,8.426363325187836
Germany,Europe,2027,286823,245971,839326,204986,0,1690,8.16208893
Germany,Europe,2028,251018,220774,0,15293,0,1690,8.951307273060625
Germany,Europe,2029,265465,231839,0,0,0,1690,8.809591010693218
Germany,Europe,2030,283480,245515,0,0,0,1690,8.605391024
Ghana,Africa,2023,5611,5225,65248,12330,3.559814215325506,222,5.5514068570940935
Ghana,Africa,2024,6560,6076,61532,10896,1.1806498123217963,222,6.163518616985864
Ghana,Africa,2025,6864,6369,64576,11749,0,222,5.950512837
Ghana,Africa,2026,7139,6635,67763,12642,0,222,5.685000923580876
Ghana,Africa,2027,7384,6876,71089,13574,0,222,5.3672879755332055
Ghana,Africa,2028,8333,7727,67373,12139,0,222,5.979399735422528
Ghana,Africa,2029,8637,8019,70417,12993,0,222,5.766393955647159
Ghana,Africa,2030,8911,8286,73603,13886,0,222,5.500882042017653
Greece,Europe,2023,25726,21993,320667,45573,11.681058966530511,685,6.810777829306675
Greece,Europe,2024,26888,23162,225155,33512,6.685167312,685,7.9235234432940285
Greece,Europe,2025,27392,23516,218084,33232,5.808519260614105,685,7.804579207390828
Greece,Europe,2026,27926,23877,213767,33549,5.063192716707238,685,7.612922482528161
Greece,Europe,2027,28489,24247,212170,34457,4.447555282855333,685,7.349151372909187
Greece,Europe,2028,29651,25416,116658,22396,0,685,8.461896987
Greece,Europe,2029,30155,25770,109587,22116,0,685,8.342952751
Greece,Europe,2030,30688,26131,105270,22433,0,685,8.151296026
Guatemala,South America,2023,630,590,6334,497,0,123,3.262874935575054
Guatemala,South America,2024,581,529,5466,387,0.4271561008250515,123,3.6789052771796786
Guatemala,South America,2025,630,577,5552,413,0,123,3.2657437195139662
Guatemala,South America,2026,685,633,5649,441,0,123,2.795044267078728
Guatemala,South America,2027,748,696,5757,472,0,123,2.2672340730969713
Guatemala,South America,2028,699,635,4889,362,0,123,2.6832644146979003
Guatemala,South America,2029,748,684,4975,388,0,123,2.2701028570305883
Guatemala,South America,2030,804,739,5072,416,0,123,1.799403404596025
Guinea,Africa,2023,240,219,2606,214,0,88,3.2169443156453337
Guinea,Africa,2024,236,214,2540,187,0.6973024682000215,88,2.9881809678670463
Guinea,Africa,2025,255,231,2592,199,0,88,3.0511179321079602
Guinea,Africa,2026,275,250,2642,210,0,88,3.1090583282315256
Guinea,Africa,2027,295,269,2690,222,0,88,3.1619189781917867
Guinea,Africa,2028,291,264,2624,194,0,88,2.9331556304138724
Guinea,Africa,2029,310,281,2676,206,0,88,2.9960925946553965
Guinea,Africa,2030,329,300,2726,218,0,88,3.0540329907780883
Guinea-Bissau,Africa,2023,86,77,979,126,6.4541368237647845,75,2.688784035814086
Guinea-Bissau,Africa,2024,84,77,745,79,0.2642989653935537,75,2.9550746680292628
Guinea-Bissau,Africa,2025,89,81,751,71,0,75,3.0144054655781063
Guinea-Bissau,Africa,2026,94,85,762,63,0,75,3.0475055878598383
Guinea-Bissau,Africa,2027,100,90,779,57,0,75,3.054498288715919
Guinea-Bissau,Africa,2028,98,90,545,10,0,75,3.3207889209298753
Guinea-Bissau,Africa,2029,103,94,551,2,0,75,3.3801197184783267
Guinea-Bissau,Africa,2030,108,98,562,0,0,75,3.413219840760064
Guyana,South America,2023,146,139,1590,75,11.11470404347606,66,5.920147129
Guyana,South America,2024,151,143,1670,62,11.972050193590484,66,6.235593984583198
Guyana,South America,2025,162,153,1750,69,11.079074050885662,66,6.173913908745276
Guyana,South America,2026,172,164,1820,76,9.975219223168406,66,6.101201753673354
Guyana,South America,2027,182,174,1880,83,8.661487120670472,66,6.017605103051926
Guyana,South America,2028,187,177,1960,70,9.518833270775204,66,6.333051959
Guyana,South America,2029,198,188,2040,77,8.625857128,66,6.271371883221702
Guyana,South America,2030,208,198,2110,84,7.522002300350184,66,6.198659728150538
Honduras,South America,2023,461,423,4980,296,0,89,4.811892496
Honduras,South America,2024,472,434,4254,262,0,89,4.7143087540212285
Honduras,South America,2025,509,468,4605,287,0,89,4.579811465647948
Honduras,South America,2026,545,501,4967,312,0,89,4.438266859533854
Honduras,South America,2027,582,535,5341,337,0,89,4.289794425867647
Honduras,South America,2028,593,546,4615,304,0,89,4.192210683691216
Honduras,South America,2029,630,579,4965,329,0,89,4.057713395317921
Honduras,South America,2030,667,613,5328,354,0,89,3.916168789202925
Hong Kong,Asia,2023,29043,25010,648123,63362,20.118191324554505,800,5.814023577023067
Hong Kong,Asia,2024,35409,33375,553014,55537,14.519728827115543,800,4.8905321898584475
Hong Kong,Asia,2025,36188,33732,564269,56469,13.608142080224884,800,4.878109213022645
Hong Kong,Asia,2026,36688,33630,576568,57620,12.722786459707326,800,4.930734102943497
Hong Kong,Asia,2027,36911,33072,589873,58987,11.86207708,800,5.047966030665574
Hong Kong,Asia,2028,43277,41437,494764,51163,6.263614585046341,800,4.124474643504803
Hong Kong,Asia,2029,44056,41794,506019,52094,5.352027838165299,800,4.112051666670785
Hong Kong,Asia,2030,44556,41692,518318,53245,4.466672217636159,800,4.164676556590669
Hungary,Europe,2023,18273,16268,185467,23365,11.101582931026526,599,5.626349568485101
Hungary,Europe,2024,17861,16525,138673,17682,6.646826873728173,599,6.366673723
Hungary,Europe,2025,18905,17358,137506,17352,5.879268482645454,599,6.166023753746174
Hungary,Europe,2026,20050,18232,137484,17214,5.240537822293703,599,5.904562399892517
Hungary,Europe,2027,21295,19146,138590,17264,4.7291475347380505,599,5.582916286764672
Hungary,Europe,2028,20883,19402,91796,11580,0.2743914774508802,599,6.323240441653613
Hungary,Europe,2029,21927,20236,90629,11251,0,599,6.122590472018507
Hungary,Europe,2030,23072,21110,90607,11112,0,599,5.8611291181642775
Iceland,Europe,2023,2570,2022,30244,3908,4.076507701178215,393,8.095477666035107
Iceland,Europe,2024,2488,2153,17978,2275,0,393,9.061751632949187
Iceland,Europe,2025,2609,2210,15482,2350,0,393,8.776072219
Iceland,Europe,2026,2743,2262,13202,2475,0,393,8.406654986725318
Iceland,Europe,2027,2888,2309,11135,2651,0,393,7.954097446568882
Iceland,Europe,2028,2806,2440,0,1018,0,393,8.920371413477895
Iceland,Europe,2029,2928,2497,0,1093,0,393,8.634691999725028
Iceland,Europe,2030,3061,2549,0,1218,0,393,8.265274767253015
India,Asia,2023,251492,234337,2281531,896034,5.420942521070877,858,6.726561058
India,Asia,2024,296795,295448,2002365,791423,2.9494257152410963,858,6.706696228315044
India,Asia,2025,304626,305530,2066744,826266,2.047062061352001,858,6.627597788056346
India,Asia,2026,309987,311949,2138008,863761,1.2468152367467393,858,6.5501467571503795
India,Asia,2027,312895,314729,2216031,903857,0.5479147665608117,858,6.4743534311711395
India,Asia,2028,358198,375840,1936865,799247,0,858,6.454488601162882
India,Asia,2029,366029,385922,2001244,834089,0,858,6.375390160904062
India,Asia,2030,371390,392341,2072508,871584,0,858,6.297939129998352
Indonesia,Asia,2023,65989,64580,269694,112207,0,318,6.646877809446935
Indonesia,Asia,2024,69707,68260,262941,109670,0,318,6.562844095798945
Indonesia,Asia,2025,75165,73613,280833,118774,0,318,6.568253473772005
Indonesia,Asia,2026,80566,78907,299063,127904,0,318,6.577157413821844
Indonesia,Asia,2027,85911,84141,317622,137059,0,318,6.589508826511453
Indonesia,Asia,2028,89628,87821,310869,134523,0,318,6.505475112863876
Indonesia,Asia,2029,95087,93174,328761,143626,0,318,6.510884490837112
Indonesia,Asia,2030,100488,98468,346991,152757,0,318,6.519788430886899
Iran,Asia,2023,106035,100255,1115648,298206,10.384922962156013,490,2.4656933721444947
Iran,Asia,2024,95910,91614,976276,258297,8.442714027,490,2.3874981398162323
Iran,Asia,2025,103881,98897,1026597,269397,7.815357126914671,490,2.438728591635481
Iran,Asia,2026,112875,107053,1078942,281066,7.209592183,490,2.4901712079199503
Iran,Asia,2027,122883,116074,1133247,293284,6.624927203745392,490,2.5417812609682624
Iran,Asia,2028,112758,107433,993875,253375,4.682718268130374,490,2.463586028640271
Iran,Asia,2029,120729,114717,1044196,264475,4.055361368510095,490,2.514816480459786
Iran,Asia,2030,129723,122873,1096541,276144,3.449596424799754,490,2.566259096743943
Iraq,Asia,2023,23939,23603,164952,53266,3.7995955081777772,199,3.7718501577300896
Iraq,Asia,2024,24853,24440,158175,50934,3.386102602686318,199,3.403850704997526
Iraq,Asia,2025,26994,26566,172555,56062,2.1829164591082346,199,3.4171287665150754
Iraq,Asia,2026,29089,28646,187237,61246,0.9907913917423041,199,3.456717105
Iraq,Asia,2027,31135,30678,202214,66483,0,199,3.5224270577069263
Iraq,Asia,2028,32049,31515,195438,64150,0,199,3.154427604975998
Iraq,Asia,2029,34191,33641,209817,69278,0,199,3.1677056664943013
Iraq,Asia,2030,36285,35720,224499,74462,0,199,3.2072940052947714
Ireland,Europe,2023,28394,18475,295132,29299,11.700303322602451,711,8.491572807886225
Ireland,Europe,2024,24752,19069,210331,22478,5.610738387072754,711,9.061822489928256
Ireland,Europe,2025,26886,19690,205098,22059,4.166320744407873,711,8.935207615043957
Ireland,Europe,2026,29443,20351,202343,21885,2.8728912943760747,711,8.761378163594044
Ireland,Europe,2027,32418,21052,202034,21952,1.728573732686442,711,8.540680654564834
Ireland,Europe,2028,28775,21646,117233,15131,0,711,9.110930336603918
Ireland,Europe,2029,30910,22267,112000,14712,0,711,8.984315461718262
Ireland,Europe,2030,33467,22928,109244,14537,0,711,8.810486010269049
Israel,Asia,2023,34009,29049,284288,37213,4.732588631,914,7.966520625939409
Israel,Asia,2024,30774,27849,190640,25727,2.094589240202403,914,8.05035586
Israel,Asia,2025,32716,29342,164278,23452,0,914,8.073777117768733
Israel,Asia,2026,35023,31023,138995,21450,0,914,8.091762895770072
Israel,Asia,2027,37693,32891,114766,19717,0,914,8.104034374
Israel,Asia,2028,34458,31692,21118,8232,0,914,8.187869608469892
Israel,Asia,2029,36401,33185,0,5956,0,914,8.211290866058759
Israel,Asia,2030,38708,34866,0,3954,0,914,8.229276644063072
Italy,Europe,2023,227554,189526,2017709,528028,9.52169432,1333,8.290719603
Italy,Europe,2024,192084,166385,1498087,415223,4.332392819659834,1333,7.602361599317621
Italy,Europe,2025,210388,180429,1468163,415765,2.9827381199079817,1333,7.718216528644938
Italy,Europe,2026,232381,197057,1451358,419599,1.7845165840239154,1333,7.892496347852595
Italy,Europe,2027,258036,216251,1447482,426681,0.736114353,1333,8.124849009477472
Italy,Europe,2028,222566,193111,927860,313875,0,1333,7.436491005307763
Italy,Europe,2029,240870,207155,897936,314417,0,1333,7.552345934636711
Italy,Europe,2030,262863,223783,881131,318251,0,1333,7.726625754
Jamaica,South America,2023,523,418,1383,90,1.0677418000643257,136,8.992354833806807
Jamaica,South America,2024,509,392,2296,59,2.8186007659954093,136,7.651938349039036
Jamaica,South America,2025,523,407,1326,26,0.1805816039446242,136,8.060190717
Jamaica,South America,2026,542,425,365,0,0,136,8.581337277469308
Jamaica,South America,2027,563,447,0,0,0,136,9.214734774
Jamaica,South America,2028,549,421,328,0,0,136,7.8743182897073405
Jamaica,South America,2029,564,435,0,0,0,136,8.282570657
Jamaica,South America,2030,582,453,0,0,0,136,8.803717218137319
Japan,Asia,2023,190350,174843,1071867,243013,6.647561761628101,1301,8.304492837972239
Japan,Asia,2024,156549,144694,542502,111762,3.290148543942607,1301,8.618174994649712
Japan,Asia,2025,167163,154295,439059,89328,2.300540578293596,1301,8.676098527620344
Japan,Asia,2026,181009,166785,355592,72745,1.3870267144809034,1301,8.714151397
Japan,Asia,2027,198065,182143,291914,61963,0.5486315909231436,1301,8.733170508087865
Japan,Asia,2028,164264,151995,0,0,0,1301,9.046852664757338
Japan,Asia,2029,174878,161596,0,0,0,1301,9.104776197727876
Japan,Asia,2030,188723,174085,0,0,0,1301,9.142829066751801
Jordan,Asia,2023,7838,7545,85961,16523,7.9120357719308245,251,3.7809326655955506
Jordan,Asia,2024,8991,8676,87551,17199,8.387604643056044,251,3.6107335866938954
Jordan,Asia,2025,9367,9036,91027,18157,7.2820835064468135,251,3.6293461638515336
Jordan,Asia,2026,9713,9366,94605,19157,6.150766709310936,251,3.6502465075588684
Jordan,Asia,2027,10028,9664,98284,20197,4.9941596143608855,251,3.6733554558581774
Jordan,Asia,2028,11182,10795,99874,20872,5.469728485483095,251,3.5031563769570826
Jordan,Asia,2029,11558,11156,103350,21831,4.364207348870618,251,3.5217689541151014
Jordan,Asia,2030,11903,11485,106928,22830,3.232890551739011,251,3.5426692978221137
Kazakhstan,Asia,2023,7785,7500,54670,12306,6.757577460566724,163,2.597249752007872
Kazakhstan,Asia,2024,8324,7983,52989,11697,4.658258124739035,163,2.882828572
Kazakhstan,Asia,2025,8874,8517,57141,12689,4.5657443184109425,163,2.7924481327818818
Kazakhstan,Asia,2026,9421,9051,61388,13705,4.492999743808221,163,2.6811260120744063
Kazakhstan,Asia,2027,9966,9586,65726,14746,4.439343520125357,163,2.5490290929819164
Kazakhstan,Asia,2028,10505,10069,64044,14138,2.3400241843018836,163,2.834607913189183
Kazakhstan,Asia,2029,11055,10603,68197,15129,2.2475103779778998,163,2.744227473753837
Kazakhstan,Asia,2030,11602,11138,72443,16146,2.174765803370226,163,2.6329053530469233
Kenya,Africa,2023,5538,4943,63208,8214,4.132379898711612,346,4.556342502
Kenya,Africa,2024,5974,5396,50964,6960,0.48120490756205214,346,4.854312000532383
Kenya,Africa,2025,6238,5630,50577,6927,0,346,4.738772147133356
Kenya,Africa,2026,6510,5861,50366,6919,0,346,4.598975281334395
Kenya,Africa,2027,6789,6090,50326,6936,0,346,4.435084627
Kenya,Africa,2028,7225,6542,38083,5683,0,346,4.733054126135241
Kenya,Africa,2029,7489,6777,37696,5649,0,346,4.617514272735396
Kenya,Africa,2030,7761,7008,37485,5641,0,346,4.477717407
Kuwait,Asia,2023,2808,2579,42226,3438,12.883176157448672,220,3.6523401527472865
Kuwait,Asia,2024,3249,3020,37102,3285,10.0318463,220,3.838764302396874
Kuwait,Asia,2025,3333,3091,39434,3448,9.853761055272672,220,3.7980928228097204
